170	0.0295
180	0.0305
190	0.032
200	0.0325
210	0.0335
220	0.035
230	0.036
240	0.037
250	0.0375
260	0.039
270	0.0405
280	0.041
290	0.0415
300	0.043
310	0.044
320	0.0445
330	0.0455
340	0.0465
350	0.0475
360	0.0485
370	0.0495
380	0.0495
390	0.051
400	0.052
420	0.054
440	0.0555
460	0.057
480	0.059
500	0.06
