140	0.016
150	0.017
160	0.018
170	0.0185
180	0.0195
190	0.02
200	0.02
210	0.021
220	0.022
230	0.023
240	0.024
250	0.0245
260	0.0245
270	0.0255
280	0.0255
290	0.026
300	0.027
310	0.0275
320	0.028
330	0.0285
340	0.029
350	0.03
360	0.0305
370	0.031
380	0.0315
390	0.032
400	0.033
420	0.0335
440	0.034
460	0.0355
480	0.036
500	0.0375
520	0.0385
540	0.0395
560	0.0405
580	0.0415
600	0.0425
